freq,station,start,end,days,language,pwr,az,transmitter_site,latitude,longitude
15770,WRMI Apostolic Assembly,19:00:00,20:00:00,1......,English,100,44,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
15770,WRMI Power of the Word,19:30:00,19:45:00,......7,English,100,44,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
15770,WRMI Ledbetter's Bible A,19:45:00,20:00:00,......7,English,100,44,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
15770,WRMI Lighthouse Radio Bi,20:00:00,20:30:00,...4...,English,100,44,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
15770,WRMI Your Weekend Show,20:00:00,21:00:00,1......,English,100,44,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
15770,World Radio Network,20:00:00,21:00:00,.2.....,English,100,44,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
15770,WRMI VORW Radio Internat,20:00:00,21:00:00,..3....,English,100,44,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
15770,WRMI Encore,20:00:00,21:00:00,.....6.,English,100,44,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
15770,WRMI I Love Italy,20:30:00,20:45:00,....5..,English,100,44,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
15770,WRMI Wave Scan,20:30:00,21:00:00,...4...,English,100,44,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
15770,WRMI I Love Italy,20:45:00,21:00:00,......7,English,100,44,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
15770,WRMI Martin Luther's Eve,21:00:00,21:30:00,.2.....,English,100,44,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
15770,WRMI Christian Missionar,21:00:00,22:00:00,...4...,English,100,44,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
15770,WRMI Soteriah Internatio,22:30:00,23:00:00,1234567,English,100,44,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
15770,WRMI The Overcomer Minis,23:00:00,00:00:00,1234567,English,100,44,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
15810,WTWW THE DAVE RAMSEY SHOW,14:00:00,00:00:00,1234567,English,100,40,"USA\
Lebanon TNLatitude: 36°16'N\
Longitude: 086°05'W\
Bearing: 325°\
Distance: 7639km", 36°16'N, 086°05'W
15825,WWCR Call to Worship,13:00:00,13:30:00,......7,English,100,46,"USA\
NashvilleLatitude: 36°12'N\
Longitude: 086°53'W\
Bearing: 325°\
Distance: 7680km", 36°12'N, 086°53'W
15825,WWCR Full Gospel Hour,12:30:00,13:00:00,.23456.,English,100,46,"USA\
NashvilleLatitude: 36°12'N\
Longitude: 086°53'W\
Bearing: 325°\
Distance: 7680km", 36°12'N, 086°53'W
15825,WWCR NASHVILLE,12:00:00,17:00:00,1234567,English,100,46,"USA\
NashvilleLatitude: 36°12'N\
Longitude: 086°53'W\
Bearing: 325°\
Distance: 7680km", 36°12'N, 086°53'W
15825,WWCR NASHVILLE,19:00:00,22:00:00,1234567,English,100,46,"USA\
NashvilleLatitude: 36°12'N\
Longitude: 086°53'W\
Bearing: 325°\
Distance: 7680km", 36°12'N, 086°53'W
15825,WWCR The Overcomer Minis,18:00:00,19:00:00,.23456.,English,100,46,"USA\
NashvilleLatitude: 36°12'N\
Longitude: 086°53'W\
Bearing: 325°\
Distance: 7680km", 36°12'N, 086°53'W
17490,CHINA RADIO INTERNATIONAL,07:00:00,12:57:00,1234567,English,500,308,"TKS\
Kashi-saibaghLatitude: 39°21'N\
Longitude: 075°42'E\
Bearing: 55°\
Distance: 14132km", 39°21'N, 075°42'E
17510,CHINA RADIO INTERNATIONAL,05:00:00,06:57:00,1234567,English,100,269,"TKS\
Kashi-saibaghLatitude: 39°21'N\
Longitude: 075°42'E\
Bearing: 55°\
Distance: 14132km", 39°21'N, 075°42'E
17570,CHINA RADIO INTERNATIONAL,09:00:00,09:57:00,1234567,English,500,308,"TKS\
Urumqi HutubiLatitude: 44°08'N\
Longitude: 086°53'E\
Bearing: 47°\
Distance: 14969km", 44°08'N, 086°53'E
17630,CHINA RADIO INTERNATIONAL,14:00:00,16:00:00,1234567,English,100,85,"MLI\
Bamako IILatitude: 12°41'N\
Longitude: 008°01'W\
Bearing: 51°\
Distance: 5560km", 12°41'N, 008°01'W
17640,BBC,06:00:00,07:00:00,1234567,English,125,265,"MDG\
Talata-volonondryLatitude: 18°45'S\
Longitude: 047°36'E\
Bearing: 108°\
Distance: 9608km", 18°45'S, 047°36'E
17640,BBC,07:00:00,08:00:00,1234567,English,100,100,"STP\
PinheiraLatitude: 00°17'N\
Longitude: 006°45'E\
Bearing: 74°\
Distance: 6167km", 00°17'N, 006°45'E
17640,BBC,16:00:00,17:00:00,1234567,English,250,80,"OMA\
Al SeelaLatitude: 21°55'N\
Longitude: 059°37'E\
Bearing: 73°\
Distance: 12373km", 21°55'N, 059°37'E
17640,R.THAILAND,05:00:00,05:30:00,1234567,English,250,6,"THA\
Udon ThaniLatitude: 17°40'N\
Longitude: 103°12'E\
Bearing: 90°\
Distance: 16741km", 17°40'N, 103°12'E
17650,BIBLE VOICE BCN CHRIST GOSPEL,14:30:00,15:00:00,......7,English,250,102,"D\
NauenLatitude: 52°38'N\
Longitude: 012°54'E\
Bearing: 31°\
Distance: 9934km", 52°38'N, 012°54'E
17650,BIBLE VOICE BCN CHRIST GOSPEL,14:00:00,14:30:00,......7,English,250,102,"D\
NauenLatitude: 52°38'N\
Longitude: 012°54'E\
Bearing: 31°\
Distance: 9934km", 52°38'N, 012°54'E
17650,CHINA RADIO INTERNATIONAL,09:00:00,10:00:00,1234567,English,500,308,"TKS\
Kashi-saibaghLatitude: 39°21'N\
Longitude: 075°42'E\
Bearing: 55°\
Distance: 14132km", 39°21'N, 075°42'E
17670,CHINA RADIO INTERNATIONAL,07:00:00,09:00:00,1234567,English,500,269,"TKS\
Kashi-saibaghLatitude: 39°21'N\
Longitude: 075°42'E\
Bearing: 55°\
Distance: 14132km", 39°21'N, 075°42'E
17670,Music 4 Joy,13:00:00,14:00:00,1.3.5..,English,250,138,"D\
NauenLatitude: 52°38'N\
Longitude: 012°54'E\
Bearing: 31°\
Distance: 9934km", 52°38'N, 012°54'E
17670,Music 4 Joy,13:00:00,14:00:00,..3.5..,English,250,138,"D\
NauenLatitude: 52°38'N\
Longitude: 012°54'E\
Bearing: 31°\
Distance: 9934km", 52°38'N, 012°54'E
17675,R.NEW ZEALAND INT. (Digital),22:59:00,05:58:00,1234567,English,50,35,"NZL\
RangitaikiLatitude: 38°50'S\
Longitude: 176°25'E\
Bearing: 213°\
Distance: 12055km", 38°50'S, 176°25'E
17680,VOICE OF AMERICA,12:00:00,12:30:00,1234567,English,250,315,"PHL\
TinangLatitude: 15°22'N\
Longitude: 120°37'E\
Bearing: 110°\
Distance: 18451km", 15°22'N, 120°37'E
17690,BBC,05:00:00,06:00:00,1234567,English,250,270,"UAE\
Al-DhabbiyaLatitude: 24°10'N\
Longitude: 054°14'E\
Bearing: 70°\
Distance: 11908km", 24°10'N, 054°14'E
17690,CHINA RADIO INTERNATIONAL,09:00:00,11:00:00,1234567,English,500,150,"CHN\
JinhuaLatitude: 29°06'N\
Longitude: 119°18'E\
Bearing: 55°\
Distance: 18255km", 29°06'N, 119°18'E
17710,CHINA RADIO INTERNATIONAL,06:00:00,07:57:00,1234567,English,500,193,"CHN\
BeijingLatitude: 39°44'N\
Longitude: 116°48'E\
Bearing: 34°\
Distance: 17341km", 39°44'N, 116°48'E
17715,R.EXTERIOR DE ESPANA,23:00:00,23:30:00,.2.4.6.,English,200,230,"E\
NoblejasLatitude: 39°57'N\
Longitude: 003°25'W\
Bearing: 32°\
Distance: 8062km", 39°57'N, 003°25'W
17730,CHINA RADIO INTERNATIONAL,04:00:00,05:57:00,1234567,English,500,292,"CHN\
XianyangLatitude: 34°22'N\
Longitude: 108°36'E\
Bearing: 53°\
Distance: 17090km", 34°22'N, 108°36'E
17750,CHINA RADIO INTERNATIONAL,09:00:00,11:00:00,1234567,English,100,173,"TKS\
Kashi-saibaghLatitude: 39°21'N\
Longitude: 075°42'E\
Bearing: 55°\
Distance: 14132km", 39°21'N, 075°42'E
17755,R.EXTERIOR DE ESPANA,23:00:00,23:30:00,.2.4.6.,English,200,230,"E\
NoblejasLatitude: 39°57'N\
Longitude: 003°25'W\
Bearing: 32°\
Distance: 8062km", 39°57'N, 003°25'W
17775,KVOH AWR Wavescan,16:00:00,16:30:00,......7,English,50,100,"USA\
Rancho SimiLatitude: 34°15'N\
Longitude: 118°38'W\
Bearing: 307°\
Distance: 9838km", 34°15'N, 118°38'W
17775,KVOH Call to Worship,19:00:00,19:30:00,......7,English,50,100,"USA\
Rancho SimiLatitude: 34°15'N\
Longitude: 118°38'W\
Bearing: 307°\
Distance: 9838km", 34°15'N, 118°38'W
17780,BBC,17:00:00,18:00:00,1234567,English,125,65,"ASC\
AscensionLatitude: 07°53'S\
Longitude: 014°22'W\
Bearing: 71°\
Distance: 3664km", 07°53'S, 014°22'W
17780,BBC,18:00:00,19:00:00,1234567,English,125,65,"ASC\
AscensionLatitude: 07°53'S\
Longitude: 014°22'W\
Bearing: 71°\
Distance: 3664km", 07°53'S, 014°22'W
17790,VATICAN RADIO,11:30:00,12:00:00,.....6.,English,250,112,"CVA\
Santa Maria Di GaleriaLatitude: 42°02'N\
Longitude: 012°19'E\
Bearing: 39°\
Distance: 9188km", 42°02'N, 012°19'E
17790,WRMI Living the Bible,15:30:00,16:00:00,.2.....,English,100,160,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
17790,WRMI Radio Africa,15:00:00,21:00:00,1234567,English,100,160,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
17790,WRMI RADIO FOR PEACE INTERNATIONAL,14:00:00,15:00:00,....5..,English,100,160,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
17800,R.ROMANIA INT.,06:30:00,06:57:00,1234567,English,300,165,"ROU\
Galbeni-bacauLatitude: 46°44'N\
Longitude: 026°50'E\
Bearing: 40°\
Distance: 10441km", 46°44'N, 026°50'E
17800,R.ROMANIA INT.,12:00:00,12:57:00,1234567,English,300,165,"ROU\
Galbeni-bacauLatitude: 46°44'N\
Longitude: 026°50'E\
Bearing: 40°\
Distance: 10441km", 46°44'N, 026°50'E
17820,R.PILIPINAS,02:00:00,03:30:00,1234567,English,250,315,"PHL\
TinangLatitude: 15°22'N\
Longitude: 120°37'E\
Bearing: 110°\
Distance: 18451km", 15°22'N, 120°37'E
17855,CHINA RADIO INTERNATIONAL,04:00:00,05:57:00,1234567,English,500,288,"CHN\
BeijingLatitude: 39°44'N\
Longitude: 116°48'E\
Bearing: 34°\
Distance: 17342km", 39°44'N, 116°48'E
17885,VOICE OF AMERICA,14:00:00,15:00:00,1234567,English,100,350,"BOT\
Selebi-phikweLatitude: 21°57'S\
Longitude: 027°38'E\
Bearing: 105°\
Distance: 7517km", 21°57'S, 027°38'E
17895,VOICE OF AMERICA,15:00:00,16:00:00,1234567,English,100,100,"STP\
PinheiraLatitude: 00°17'N\
Longitude: 006°45'E\
Bearing: 74°\
Distance: 6167km", 00°17'N, 006°45'E
17895,VOICE OF AMERICA,16:00:00,16:30:00,1234567,English,100,350,"BOT\
Selebi-phikweLatitude: 21°57'S\
Longitude: 027°38'E\
Bearing: 105°\
Distance: 7517km", 21°57'S, 027°38'E
17895,VOICE OF AMERICA,17:00:00,18:00:00,1234567,English,100,350,"BOT\
Selebi-phikweLatitude: 21°57'S\
Longitude: 027°38'E\
Bearing: 105°\
Distance: 7517km", 21°57'S, 027°38'E
21470,BBC,07:00:00,08:00:00,1234567,English,250,170,"CVA\
Santa Maria Di GaleriaLatitude: 42°02'N\
Longitude: 012°19'E\
Bearing: 39°\
Distance: 9188km", 42°02'N, 012°19'E
21470,R.ROMANIA INT.,06:30:00,06:57:00,1234567,English,300,172,"ROU\
Tiganesti-safticaLatitude: 44°44'N\
Longitude: 026°06'E\
Bearing: 42°\
Distance: 10289km", 44°44'N, 026°06'E
21470,R.ROMANIA INT.,12:00:00,12:57:00,1234567,English,300,172,"ROU\
Tiganesti-safticaLatitude: 44°44'N\
Longitude: 026°06'E\
Bearing: 42°\
Distance: 10289km", 44°44'N, 026°06'E
21560,BBC,06:00:00,08:00:00,1234567,English,250,225,"UAE\
Al-DhabbiyaLatitude: 24°10'N\
Longitude: 054°14'E\
Bearing: 70°\
Distance: 11908km", 24°10'N, 054°14'E
21630,BBC,16:00:00,17:00:00,1234567,English,125,114,"ASC\
AscensionLatitude: 07°53'S\
Longitude: 014°22'W\
Bearing: 71°\
Distance: 3664km", 07°53'S, 014°22'W
21630,BBC,17:00:00,18:00:00,1234567,English,125,114,"ASC\
AscensionLatitude: 07°53'S\
Longitude: 014°22'W\
Bearing: 71°\
Distance: 3664km", 07°53'S, 014°22'W
21660,BBC,07:00:00,08:00:00,1234567,English,125,45,"MDG\
Talata-volonondryLatitude: 18°45'S\
Longitude: 047°36'E\
Bearing: 108°\
Distance: 9608km", 18°45'S, 047°36'E
25900,BBC,16:00:00,18:00:00,1234567,English,100,114,"G\
WooffertonLatitude: 52°16'N\
Longitude: 002°49'W\
Bearing: 24°\
Distance: 9133km", 52°16'N, 002°49'W
6100,R.HABANA CUBA,07:00:00,07:30:00,1......,Esperanto,100,310,"CUB\
BautaLatitude: 22°56'N\
Longitude: 082°32'W\
Bearing: 318°\
Distance: 6297km", 22°56'N, 082°32'W
7205,CHINA RADIO INTERNATIONAL,17:00:00,17:57:00,1234567,Esperanto,500,318,"CHN\
BeijingLatitude: 39°44'N\
Longitude: 116°48'E\
Bearing: 34°\
Distance: 17341km", 39°44'N, 116°48'E
7210,CHINA RADIO INTERNATIONAL,11:00:00,11:57:00,1234567,Esperanto,100,80,"TKS\
Urumqi HutubiLatitude: 44°08'N\
Longitude: 086°53'E\
Bearing: 47°\
Distance: 14969km", 44°08'N, 086°53'E
7265,CHINA RADIO INTERNATIONAL,19:30:00,20:30:00,1234567,Esperanto,500,308,"TKS\
Urumqi HutubiLatitude: 44°08'N\
Longitude: 086°53'E\
Bearing: 47°\
Distance: 14969km", 44°08'N, 086°53'E
7315,CHINA RADIO INTERNATIONAL,22:00:00,22:57:00,1234567,Esperanto,500,294,"TKS\
Kashi-saibaghLatitude: 39°21'N\
Longitude: 075°42'E\
Bearing: 55°\
Distance: 14132km", 39°21'N, 075°42'E
7420,CHINA RADIO INTERNATIONAL,17:00:00,17:57:00,1234567,Esperanto,500,317,"CHN\
XianyangLatitude: 34°22'N\
Longitude: 108°36'E\
Bearing: 53°\
Distance: 17090km", 34°22'N, 108°36'E
9440,CHINA RADIO INTERNATIONAL,13:00:00,13:57:00,1234567,Esperanto,100,200,"CHN\
NanningLatitude: 22°47'N\
Longitude: 108°11'E\
Bearing: 80°\
Distance: 17320km", 22°47'N, 108°11'E
9450,CHINA RADIO INTERNATIONAL,11:00:00,11:57:00,1234567,Esperanto,100,80,"TKS\
Urumqi HutubiLatitude: 44°08'N\
Longitude: 086°53'E\
Bearing: 47°\
Distance: 14969km", 44°08'N, 086°53'E
9695,CHINA RADIO INTERNATIONAL,13:00:00,13:57:00,1234567,Esperanto,500,215,"CHN\
BeijingLatitude: 39°44'N\
Longitude: 116°48'E\
Bearing: 34°\
Distance: 17341km", 39°44'N, 116°48'E
9745,CHINA RADIO INTERNATIONAL,19:30:00,20:30:00,1234567,Esperanto,500,308,"TKS\
Urumqi HutubiLatitude: 44°08'N\
Longitude: 086°53'E\
Bearing: 47°\
Distance: 14969km", 44°08'N, 086°53'E
9860,CHINA RADIO INTERNATIONAL,22:00:00,22:57:00,1234567,Esperanto,500,269,"TKS\
Kashi-saibaghLatitude: 39°21'N\
Longitude: 075°42'E\
Bearing: 55°\
Distance: 14132km", 39°21'N, 075°42'E
11760,R.HABANA CUBA,15:00:00,15:30:00,1......,Esperanto,100,ND,"CUB\
BautaLatitude: 22°56'N\
Longitude: 082°32'W\
Bearing: 318°\
Distance: 6297km", 22°56'N, 082°32'W
15140,R.HABANA CUBA,15:00:00,15:30:00,1......,Esperanto,100,10,"CUB\
BautaLatitude: 22°56'N\
Longitude: 082°32'W\
Bearing: 318°\
Distance: 6297km", 22°56'N, 082°32'W
15730,R.HABANA CUBA,22:30:00,23:00:00,1......,Esperanto,50,135,"CUB\
BejucalLatitude: 22°51'N\
Longitude: 082°18'W\
Bearing: 318°\
Distance: 6274km", 22°51'N, 082°18'W
5985,CHINA RADIO INTERNATIONAL,11:30:00,11:57:00,1234567,Filipino,500,165,"CHN\
BeijingLatitude: 39°44'N\
Longitude: 116°48'E\
Bearing: 34°\
Distance: 17342km", 39°44'N, 116°48'E
7325,CHINA RADIO INTERNATIONAL,14:30:00,14:57:00,1234567,Filipino,100,130,"CHN\
NanningLatitude: 22°47'N\
Longitude: 108°11'E\
Bearing: 80°\
Distance: 17320km", 22°47'N, 108°11'E
7410,CHINA RADIO INTERNATIONAL,11:30:00,11:57:00,1234567,Filipino,100,130,"CHN\
NanningLatitude: 22°47'N\
Longitude: 108°11'E\
Bearing: 80°\
Distance: 17320km", 22°47'N, 108°11'E
9720,CHINA RADIO INTERNATIONAL,12:00:00,12:27:00,1234567,Filipino,100,130,"CHN\
NanningLatitude: 22°47'N\
Longitude: 108°11'E\
Bearing: 80°\
Distance: 17320km", 22°47'N, 108°11'E
9925,R.PILIPINAS,17:30:00,19:30:00,1234567,Filipino,250,283,"PHL\
TinangLatitude: 15°22'N\
Longitude: 120°37'E\
Bearing: 110°\
Distance: 18451km", 15°22'N, 120°37'E
11640,CHINA RADIO INTERNATIONAL,14:30:00,14:57:00,1234567,Filipino,100,130,"CHN\
NanningLatitude: 22°47'N\
Longitude: 108°11'E\
Bearing: 80°\
Distance: 17320km", 22°47'N, 108°11'E
11955,CHINA RADIO INTERNATIONAL,11:30:00,11:57:00,1234567,Filipino,100,122,"CHN\
Kunming-anningLatitude: 24°52'N\
Longitude: 102°29'E\
Bearing: 76°\
Distance: 16738km", 24°52'N, 102°29'E
11955,CHINA RADIO INTERNATIONAL,12:00:00,12:27:00,1234567,Filipino,100,122,"CHN\
Kunming-anningLatitude: 24°52'N\
Longitude: 102°29'E\
Bearing: 76°\
Distance: 16738km", 24°52'N, 102°29'E
12070,CHINA RADIO INTERNATIONAL,11:30:00,11:57:00,1234567,Filipino,500,145,"CHN\
XianyangLatitude: 34°22'N\
Longitude: 108°36'E\
Bearing: 53°\
Distance: 17090km", 34°22'N, 108°36'E
12120,R.PILIPINAS,17:30:00,19:30:00,1234567,Filipino,250,283,"PHL\
TinangLatitude: 15°22'N\
Longitude: 120°37'E\
Bearing: 110°\
Distance: 18451km", 15°22'N, 120°37'E
15190,R.PILIPINAS,17:30:00,19:30:00,1234567,Filipino,250,283,"PHL\
TinangLatitude: 15°22'N\
Longitude: 120°37'E\
Bearing: 110°\
Distance: 18451km", 15°22'N, 120°37'E
17760,R.KUWAIT,10:00:00,12:00:00,1234567,Filipino,250,84,"KWT\
SulaibiyahLatitude: 29°08'N\
Longitude: 047°46'E\
Bearing: 63°\
Distance: 11444km", 29°08'N, 047°46'E
5980,Scandinav.Weekend R.,16:00:00,20:00:00,......7,Finnish,0,ND,"FIN\
VirratLatitude: 62°22'N\
Longitude: 023°39'E\
Bearing: 26°\
Distance: 11053km", 62°22'N, 023°39'E
6170,Scandinav.Weekend R.,00:00:00,12:00:00,......7,Finnish,0,ND,"FIN\
VirratLatitude: 62°22'N\
Longitude: 023°39'E\
Bearing: 26°\
Distance: 11053km", 62°22'N, 023°39'E
6170,Scandinav.Weekend R.,12:00:00,16:00:00,......7,Finnish,0,ND,"FIN\
VirratLatitude: 62°22'N\
Longitude: 023°39'E\
Bearing: 26°\
Distance: 11053km", 62°22'N, 023°39'E
6170,Scandinav.Weekend R.,20:00:00,00:00:00,.....6.,Finnish,0,ND,"FIN\
VirratLatitude: 62°22'N\
Longitude: 023°39'E\
Bearing: 26°\
Distance: 11053km", 62°22'N, 023°39'E
11690,Scandinav.Weekend R.,00:00:00,09:00:00,......7,Finnish,0,ND,"FIN\
VirratLatitude: 62°22'N\
Longitude: 023°39'E\
Bearing: 26°\
Distance: 11053km", 62°22'N, 023°39'E
11690,Scandinav.Weekend R.,22:00:00,00:00:00,.....6.,Finnish,0,ND,"FIN\
VirratLatitude: 62°22'N\
Longitude: 023°39'E\
Bearing: 26°\
Distance: 11053km", 62°22'N, 023°39'E
11720,Scandinav.Weekend R.,09:00:00,15:00:00,......7,Finnish,0,ND,"FIN\
VirratLatitude: 62°22'N\
Longitude: 023°39'E\
Bearing: 26°\
Distance: 11053km", 62°22'N, 023°39'E
11720,Scandinav.Weekend R.,16:00:00,22:00:00,......7,Finnish,0,ND,"FIN\
VirratLatitude: 62°22'N\
Longitude: 023°39'E\
Bearing: 26°\
Distance: 11053km", 62°22'N, 023°39'E
3325,VOICE OF INDONESIA,20:00:00,21:00:00,1234567,French,10,ND,"INS\
PalangkarayaLatitude: 02°11'S\
Longitude: 113°53'E\
Bearing: 136°\
Distance: 16624km", 02°11'S, 113°53'E
3955,KBS WORLD RADIO,21:00:00,22:00:00,1234567,French,250,114,"G\
WooffertonLatitude: 52°16'N\
Longitude: 002°49'W\
Bearing: 24°\
Distance: 9133km", 52°16'N, 002°49'W
3965,R.FRANCE INT. 1000 (Digital),01:00:00,00:57:00,1234567,French,1,ND,"F\
IssoudunLatitude: 46°55'N\
Longitude: 001°53'E\
Bearing: 30°\
Distance: 8922km", 46°55'N, 001°53'E
3985,R.Slovakia International,18:00:00,18:30:00,1234567,French,1,ND,"D\
Kall-KrekelLatitude: 50°28'N\
Longitude: 006°31'E\
Bearing: 30°\
Distance: 9440km", 50°28'N, 006°31'E
4750,VOICE OF INDONESIA,20:00:00,21:00:00,1234567,French,10,30,"INS\
Jakarta-cimanggisLatitude: 06°07'S\
Longitude: 106°51'E\
Bearing: 132°\
Distance: 15777km", 06°07'S, 106°51'E
4960,VOICE OF AMERICA,05:30:00,06:30:00,.23456.,French,100,30,"STP\
PinheiraLatitude: 00°17'N\
Longitude: 006°45'E\
Bearing: 74°\
Distance: 6167km", 00°17'N, 006°45'E
5800,WRMI RAE ARGENTINA TO THE WORLD,02:30:00,03:00:00,....5..,French,100,160,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
5850,WRMI Wave Scan,02:30:00,03:00:00,.2.....,French,100,315,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
5850,WRMI R.Prague,23:00:00,23:30:00,1234567,French,100,315,"USA\
OkeechobeeLatitude: 27°27'N\
Longitude: 080°55'W\
Bearing: 323°\
Distance: 6573km", 27°27'N, 080°55'W
5925,VOICE OF AMERICA,21:00:00,21:30:00,.23456.,French,100,20,"STP\
PinheiraLatitude: 00°17'N\
Longitude: 006°45'E\
Bearing: 74°\
Distance: 6167km", 00°17'N, 006°45'E
5930,R.FRANCE INT. 1000 (Digital),20:00:00,21:00:00,1234567,French,500,194,"F\
IssoudunLatitude: 46°57'N\
Longitude: 001°56'E\
Bearing: 30°\
Distance: 8926km", 46°57'N, 001°56'E
5945,R.FRANCE INT. 1000 (Digital),07:00:00,08:00:00,1234567,French,500,195,"F\
IssoudunLatitude: 46°57'N\
Longitude: 001°53'E\
Bearing: 30°\
Distance: 8923km", 46°57'N, 001°53'E
5950,KBS WORLD RADIO,20:00:00,21:00:00,1234567,French,250,175,"F\
IssoudunLatitude: 46°57'N\
Longitude: 001°51'E\
Bearing: 30°\
Distance: 8923km", 46°57'N, 001°51'E
5995,R.MALI,06:00:00,08:00:00,1234567,French,50,ND,"MLI\
Bamako ILatitude: 12°41'N\
Longitude: 008°01'W\
Bearing: 51°\
Distance: 5560km", 12°41'N, 008°01'W
5995,R.MALI,18:00:00,00:00:00,1234567,French,50,ND,"MLI\
Bamako ILatitude: 12°41'N\
Longitude: 008°01'W\
Bearing: 51°\
Distance: 5560km", 12°41'N, 008°01'W
6005,R.Slovakia International,11:00:00,11:30:00,1234567,French,1,10,"D\
Kall-KrekelLatitude: 50°28'N\
Longitude: 006°31'E\
Bearing: 30°\
Distance: 9440km", 50°28'N, 006°31'E
6005,R.Slovakia International,13:00:00,13:30:00,1234567,French,1,10,"D\
Kall-KrekelLatitude: 50°28'N\
Longitude: 006°31'E\
Bearing: 30°\
Distance: 9440km", 50°28'N, 006°31'E
6005,R.Slovakia International,14:30:00,15:00:00,1234567,French,1,10,"D\
Kall-KrekelLatitude: 50°28'N\
Longitude: 006°31'E\
Bearing: 30°\
Distance: 9440km", 50°28'N, 006°31'E
6005,R.TAIWAN INT.,19:00:00,19:30:00,1234567,French,100,306,"BUL\
Kostinbrod(sofia)Latitude: 42°48'N\
Longitude: 023°11'E\
Bearing: 43°\
Distance: 9981km", 42°48'N, 023°11'E
6020,VOICE OF AMERICA,05:30:00,06:30:00,.23456.,French,100,335,"STP\
PinheiraLatitude: 00°17'N\
Longitude: 006°45'E\
Bearing: 74°\
Distance: 6167km", 00°17'N, 006°45'E
6030,R.ROMANIA INT. 1001 (Digital),21:00:00,21:27:00,1234567,French,90,285,"ROU\
Rri Galbeni TxLatitude: 46°44'N\
Longitude: 026°50'E\
Bearing: 40°\
Distance: 10441km", 46°44'N, 026°50'E
6055,CHINA RADIO INTERNATIONAL,18:00:00,19:57:00,1234567,French,500,308,"TKS\
Kashi-saibaghLatitude: 39°21'N\
Longitude: 075°42'E\
Bearing: 55°\
Distance: 14132km", 39°21'N, 075°42'E
6070,Atlantic 2000 Internatio,13:00:00,14:00:00,......7,French,10,ND,"D\
Rohrbach WaalLatitude: 48°35'N\
Longitude: 011°32'E\
Bearing: 33°\
Distance: 9583km", 48°35'N, 011°32'E
6070,RADIO WAVES INTERNATIONAL,08:00:00,09:00:00,......7,French,10,ND,"D\
Rohrbach WaalLatitude: 48°35'N\
Longitude: 011°32'E\
Bearing: 33°\
Distance: 9583km", 48°35'N, 011°32'E
6090,R.FRANCE INT. 1000 (Digital),17:00:00,18:00:00,1234567,French,500,195,"F\
IssoudunLatitude: 46°57'N\
Longitude: 001°53'E\
Bearing: 30°\
Distance: 8923km", 46°57'N, 001°53'E
