freq,station,start,end,days,language,pwr,az,transmitter_site
4960,VOICE OF AMERICA,07:00,07:30,1234567,Hausa,100,30,"STP
PinheiraLatitude: 00°17'N
Longitude: 006°45'E
Bearing: 74°
Distance: 6167km"
4960,VOICE OF AMERICA,20:30,21:00,.23456.,Hausa,100,30,"STP
PinheiraLatitude: 00°17'N
Longitude: 006°45'E
Bearing: 74°
Distance: 6167km"
5975,BBC,05:29,06:00,1234567,Hausa,300,160,"G
WooffertonLatitude: 52°16'N
Longitude: 002°49'W
Bearing: 24°
Distance: 9133km"
6020,VOICE OF AMERICA,05:00,05:30,1234567,Hausa,100,0,"STP
PinheiraLatitude: 00°17'N
Longitude: 006°45'E
Bearing: 74°
Distance: 6167km"
6040,VOICE OF AMERICA,20:30,21:00,234567,Hausa,100,0,"STP
PinheiraLatitude: 00°17'N
Longitude: 006°45'E
Bearing: 74°
Distance: 6167km"
6135,BBC,05:29,06:00,1234567,Hausa,250,55,"ASC
AscensionLatitude: 07°53'S
Longitude: 014°22'W
Bearing: 71°
Distance: 3664km"
6170,VOICE OF AMERICA,05:00,05:30,1234567,Hausa,250,27,"ASC
AscensionLatitude: 07°53'S
Longitude: 014°22'W
Bearing: 71°
Distance: 3664km"
7245,R.FRANCE INT.,06:00,06:30,1234567,Hausa,500,167,"F
IssoudunLatitude: 46°57'N
Longitude: 001°53'E
Bearing: 30°
Distance: 8923km"
7255,VOICE OF NIGERIA,06:00,07:00,1234567,Hausa,250,248,"NIG
Abuja LugbeLatitude: 08°57'N
Longitude: 007°20'E
Bearing: 65°
Distance: 6681km"
7255,VOICE OF NIGERIA,20:00,21:00,1234567,Hausa,250,248,"NIG
Abuja LugbeLatitude: 08°57'N
Longitude: 007°20'E
Bearing: 65°
Distance: 6681km"
7305,BBC,05:29,06:00,1234567,Hausa,250,55,"ASC
AscensionLatitude: 07°53'S
Longitude: 014°22'W
Bearing: 71°
Distance: 3664km"
9410,BBC,06:29,07:00,1234567,Hausa,250,55,"ASC
AscensionLatitude: 07°53'S
Longitude: 014°22'W
Bearing: 71°
Distance: 3664km"
9450,CHINA RADIO INTERNATIONAL,17:30,18:27,1234567,Hausa,500,269,"TKS
Kashi-saibaghLatitude: 39°21'N
Longitude: 075°42'E
Bearing: 55°
Distance: 14132km"
9485,VOICE OF AMERICA,20:30,21:00,1.....7,Hausa,100,335,"KWT
KuwaitLatitude: 29°30'N
Longitude: 047°40'E
Bearing: 63°
Distance: 11447km"
9505,Voice of Africa,18:00,19:00,1234567,Hausa,100,210,"SDN
Al AitahabLatitude: 15°35'N
Longitude: 032°26'E
Bearing: 71°
Distance: 9444km"
9545,BBC,19:30,20:00,12345.7,Hausa,250,160,"G
WooffertonLatitude: 52°16'N
Longitude: 002°49'W
Bearing: 24°
Distance: 9133km"
9545,BBC,19:30,20:30,.....6.,Hausa,250,160,"G
WooffertonLatitude: 52°16'N
Longitude: 002°49'W
Bearing: 24°
Distance: 9133km"
9575,VOICE OF AMERICA,15:00,15:30,1234567,Hausa,100,0,"STP
PinheiraLatitude: 00°17'N
Longitude: 006°45'E
Bearing: 74°
Distance: 6167km"
9575,VOICE OF AMERICA,15:30,16:00,.23456.,Hausa,100,0,"STP
PinheiraLatitude: 00°17'N
Longitude: 006°45'E
Bearing: 74°
Distance: 6167km"
9620,CHINA RADIO INTERNATIONAL,16:30,17:27,1234567,Hausa,500,269,"TKS
Kashi-saibaghLatitude: 39°21'N
Longitude: 075°42'E
Bearing: 55°
Distance: 14132km"
9630,ADVENTIST WORLD R.,05:00,05:30,1234567,Hausa,300,190,"AUT
MoosbrunnLatitude: 48°00'N
Longitude: 016°27'E
Bearing: 36°
Distance: 9838km"
9665,CHINA RADIO INTERNATIONAL,16:30,17:27,1234567,Hausa,500,283,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16739km"
9685,CHINA RADIO INTERNATIONAL,17:30,18:27,1234567,Hausa,500,283,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16739km"
9765,VOICE OF AMERICA,20:30,21:00,234567,Hausa,250,180,"G
WooffertonLatitude: 52°16'N
Longitude: 002°49'W
Bearing: 24°
Distance: 9133km"
9805,R.FRANCE INT.,06:00,06:30,1234567,Hausa,500,170,"F
IssoudunLatitude: 46°57'N
Longitude: 001°53'E
Bearing: 30°
Distance: 8923km"
9830,DEUTSCHE WELLE,06:30,07:00,1234567,Hausa,100,0,"STP
PinheiraLatitude: 00°17'N
Longitude: 006°45'E
Bearing: 74°
Distance: 6167km"
9830,DEUTSCHE WELLE,13:00,13:57,1234567,Hausa,100,0,"STP
PinheiraLatitude: 00°17'N
Longitude: 006°45'E
Bearing: 74°
Distance: 6167km"
9830,DEUTSCHE WELLE,18:00,19:00,1234567,Hausa,100,0,"STP
PinheiraLatitude: 00°17'N
Longitude: 006°45'E
Bearing: 74°
Distance: 6167km"
11640,BBC,06:29,07:00,1234567,Hausa,250,65,"ASC
AscensionLatitude: 07°53'S
Longitude: 014°22'W
Bearing: 71°
Distance: 3664km"
11640,BBC,14:00,14:30,.23456.,Hausa,100,20,"STP
PinheiraLatitude: 00°17'N
Longitude: 006°45'E
Bearing: 74°
Distance: 6167km"
11640,CHINA RADIO INTERNATIONAL,18:00,18:30,1234567,Hausa,100,85,"MLI
Bamako IILatitude: 12°41'N
Longitude: 008°01'W
Bearing: 51°
Distance: 5560km"
11650,VO ISLAMIC REP.IRAN,22:23,23:20,1234567,Hausa,500,263,"IRN
SirjanLatitude: 29°35'N
Longitude: 055°47'E
Bearing: 64°
Distance: 12207km"
11660,BBC,19:30,20:00,12345..,Hausa,250,65,"ASC
AscensionLatitude: 07°53'S
Longitude: 014°22'W
Bearing: 71°
Distance: 3664km"
11660,BBC,19:30,20:30,.....6.,Hausa,250,65,"ASC
AscensionLatitude: 07°53'S
Longitude: 014°22'W
Bearing: 71°
Distance: 3664km"
11760,R.FRANCE INT.,20:00,20:30,1234567,Hausa,500,170,"F
IssoudunLatitude: 46°57'N
Longitude: 001°53'E
Bearing: 30°
Distance: 8923km"
11770,VOICE OF NIGERIA,20:00,21:00,1234567,Hausa,250,248,"NIG
Abuja LugbeLatitude: 08°57'N
Longitude: 007°20'E
Bearing: 65°
Distance: 6681km"
11830,VOICE OF AMERICA,15:00,15:30,1234567,Hausa,100,20,"STP
PinheiraLatitude: 00°17'N
Longitude: 006°45'E
Bearing: 74°
Distance: 6167km"
11830,VOICE OF AMERICA,15:30,16:00,.23456.,Hausa,100,20,"STP
PinheiraLatitude: 00°17'N
Longitude: 006°45'E
Bearing: 74°
Distance: 6167km"
11850,DEUTSCHE WELLE,06:30,07:00,1234567,Hausa,500,170,"F
IssoudunLatitude: 46°57'N
Longitude: 001°53'E
Bearing: 30°
Distance: 8923km"
11850,DEUTSCHE WELLE,13:00,13:57,1234567,Hausa,100,20,"STP
PinheiraLatitude: 00°17'N
Longitude: 006°45'E
Bearing: 74°
Distance: 6167km"
11850,VOICE OF AMERICA,20:30,21:00,234567,Hausa,100,20,"STP
PinheiraLatitude: 00°17'N
Longitude: 006°45'E
Bearing: 74°
Distance: 6167km"
11870,VO ISLAMIC REP.IRAN,18:23,19:20,1234567,Hausa,500,263,"IRN
SirjanLatitude: 29°35'N
Longitude: 055°47'E
Bearing: 64°
Distance: 12207km"
11900,VOICE OF AMERICA,20:30,21:00,......7,Hausa,100,335,"STP
PinheiraLatitude: 00°17'N
Longitude: 006°45'E
Bearing: 74°
Distance: 6167km"
11955,ADVENTIST WORLD R.,19:00,19:30,1234567,Hausa,300,190,"AUT
MoosbrunnLatitude: 48°00'N
Longitude: 016°27'E
Bearing: 36°
Distance: 9838km"
11975,VOICE OF AMERICA,20:30,21:00,......7,Hausa,250,169,"CVA
Santa Maria Di GaleriaLatitude: 42°02'N
Longitude: 012°19'E
Bearing: 39°
Distance: 9188km"
12070,VOICE OF AMERICA,07:00,07:30,1234567,Hausa,250,184,"CVA
Santa Maria Di GaleriaLatitude: 42°02'N
Longitude: 012°19'E
Bearing: 39°
Distance: 9188km"
12095,BBC,06:29,07:00,1234567,Hausa,250,169,"CVA
Santa Maria Di GaleriaLatitude: 42°02'N
Longitude: 012°19'E
Bearing: 39°
Distance: 9188km"
13645,CHINA RADIO INTERNATIONAL,18:00,18:30,1234567,Hausa,100,111,"MLI
Bamako IILatitude: 12°41'N
Longitude: 008°01'W
Bearing: 51°
Distance: 5560km"
13710,RADIO MANARA INTERNATIONAL,07:00,08:00,1234567,Hausa,150,170,"F
IssoudunLatitude: 46°56'N
Longitude: 001°53'E
Bearing: 30°
Distance: 8923km"
13740,R.FRANCE INT.,07:00,07:30,1234567,Hausa,500,170,"F
IssoudunLatitude: 46°57'N
Longitude: 001°53'E
Bearing: 30°
Distance: 8923km"
13750,VOICE OF AMERICA,20:30,21:00,234567,Hausa,100,52,"STP
PinheiraLatitude: 00°17'N
Longitude: 006°45'E
Bearing: 74°
Distance: 6167km"
15195,DEUTSCHE WELLE,13:25,15:30,1234567,Hausa,250,165,"F
IssoudunLatitude: 46°57'N
Longitude: 001°51'E
Bearing: 30°
Distance: 8923km"
15215,DEUTSCHE WELLE,06:30,07:00,1234567,Hausa,500,160,"F
IssoudunLatitude: 46°57'N
Longitude: 001°53'E
Bearing: 30°
Distance: 8923km"
15215,DEUTSCHE WELLE,18:00,19:00,1234567,Hausa,500,160,"F
IssoudunLatitude: 46°57'N
Longitude: 001°53'E
Bearing: 30°
Distance: 8923km"
15235,VOICE OF TURKEY,06:00,06:54,1234567,Hausa,500,210,"TUR
EmirlerLatitude: 39°24'N
Longitude: 032°51'E
Bearing: 49°
Distance: 10540km"
15320,VO ISLAMIC REP.IRAN,05:53,06:50,1234567,Hausa,500,263,"IRN
SirjanLatitude: 29°35'N
Longitude: 055°47'E
Bearing: 64°
Distance: 12207km"
15325,R.FRANCE INT.,07:00,07:30,1234567,Hausa,500,170,"F
IssoudunLatitude: 46°57'N
Longitude: 001°53'E
Bearing: 30°
Distance: 8923km"
15380,WRMI,19:00,19:30,...4...,Hausa,150,170,"F
IssoudunLatitude: 46°56'N
Longitude: 001°53'E
Bearing: 30°
Distance: 8923km"
15440,BBC,17:00,20:00,1.....7,Hausa,250,55,"ASC
AscensionLatitude: 07°53'S
Longitude: 014°22'W
Bearing: 71°
Distance: 3664km"
15460,VOICE OF AMERICA,15:00,15:30,1234567,Hausa,100,350,"BOT
Selebi-phikweLatitude: 21°57'S
Longitude: 027°35'E
Bearing: 105°
Distance: 7512km"
15460,VOICE OF AMERICA,15:30,16:00,.23456.,Hausa,100,350,"BOT
Selebi-phikweLatitude: 21°57'S
Longitude: 027°35'E
Bearing: 105°
Distance: 7512km"
15490,BBC,19:30,20:00,12345.7,Hausa,250,65,"ASC
AscensionLatitude: 07°53'S
Longitude: 014°22'W
Bearing: 71°
Distance: 3664km"
15490,BBC,19:30,20:30,.....6.,Hausa,250,65,"ASC
AscensionLatitude: 07°53'S
Longitude: 014°22'W
Bearing: 71°
Distance: 3664km"
15580,VOICE OF AMERICA,07:00,07:30,1234567,Hausa,100,350,"BOT
Selebi-phikweLatitude: 21°57'S
Longitude: 027°35'E
Bearing: 105°
Distance: 7512km"
17560,VO ISLAMIC REP.IRAN,10:53,11:20,1234567,Hausa,500,263,"IRN
SirjanLatitude: 29°35'N
Longitude: 055°47'E
Bearing: 64°
Distance: 12207km"
17670,BBC,14:00,17:30,1.....7,Hausa,250,55,"ASC
AscensionLatitude: 07°53'S
Longitude: 014°22'W
Bearing: 71°
Distance: 3664km"
17690,RADIO MANARA INTERNATIONAL,16:00,17:00,1234567,Hausa,150,170,"F
IssoudunLatitude: 46°56'N
Longitude: 001°53'E
Bearing: 30°
Distance: 8923km"
17800,DEUTSCHE WELLE,13:00,14:00,1234567,Hausa,500,163,"F
IssoudunLatitude: 46°57'N
Longitude: 001°53'E
Bearing: 30°
Distance: 8923km"
17800,DEUTSCHE WELLE,18:00,19:00,1234567,Hausa,500,163,"F
IssoudunLatitude: 46°57'N
Longitude: 001°53'E
Bearing: 30°
Distance: 8923km"
17840,DEUTSCHE WELLE,13:25,15:30,1234567,Hausa,250,175,"F
IssoudunLatitude: 46°57'N
Longitude: 001°51'E
Bearing: 30°
Distance: 8923km"
17850,R.FRANCE INT.,16:00,17:00,1234567,Hausa,500,170,"F
IssoudunLatitude: 46°57'N
Longitude: 001°53'E
Bearing: 30°
Distance: 8923km"
21560,BBC,11:30,17:00,1.....7,Hausa,250,65,"ASC
AscensionLatitude: 07°53'S
Longitude: 014°22'W
Bearing: 71°
Distance: 3664km"
21560,BBC,14:00,14:30,.23456.,Hausa,250,65,"ASC
AscensionLatitude: 07°53'S
Longitude: 014°22'W
Bearing: 71°
Distance: 3664km"
21630,BBC,14:00,14:30,.23456.,Hausa,250,260,"UAE
Al-DhabbiyaLatitude: 24°10'N
Longitude: 054°14'E
Bearing: 70°
Distance: 11908km"
9810,R.ROMANIA INT.,17:00,17:57,1......,Hebrew,1,ND,Galbeni-Bac
11780,VO ISLAMIC REP.IRAN,04:23,04:50,1234567,Hebrew,500,295,"IRN
SirjanLatitude: 29°35'N
Longitude: 055°47'E
Bearing: 64°
Distance: 12207km"
11815,R.ROMANIA INT.,17:00,17:57,1......,Hebrew,1,ND,Galbeni-Bac
15240,VO ISLAMIC REP.IRAN,11:53,12:20,1234567,Hebrew,500,293,"IRN
SirjanLatitude: 29°35'N
Longitude: 055°47'E
Bearing: 64°
Distance: 12207km"
15440,VO ISLAMIC REP.IRAN,06:53,07:20,1234567,Hebrew,500,295,"IRN
SirjanLatitude: 29°35'N
Longitude: 055°47'E
Bearing: 64°
Distance: 12207km"
5915,CHINA RADIO INTERNATIONAL,16:00,16:57,1234567,Hindi,100,209,"TKS
Kashi-saibaghLatitude: 39°21'N
Longitude: 075°42'E
Bearing: 55°
Distance: 14132km"
7225,CHINA RADIO INTERNATIONAL,15:00,15:57,1234567,Hindi,500,212,"TKS
Urumqi HutubiLatitude: 44°08'N
Longitude: 086°53'E
Bearing: 47°
Distance: 14969km"
7245,VOICE OF TAJIK,11:00,12:00,1234567,Hindi,100,ND,"TJK
Dushanbe-orzuLatitude: 37°32'N
Longitude: 068°47'E
Bearing: 57°
Distance: 13528km"
7265,CHINA RADIO INTERNATIONAL,13:00,13:57,1234567,Hindi,500,212,"TKS
Urumqi HutubiLatitude: 44°08'N
Longitude: 086°53'E
Bearing: 47°
Distance: 14969km"
7265,CHINA RADIO INTERNATIONAL,15:00,15:57,1234567,Hindi,100,174,"TKS
Kashi-saibaghLatitude: 39°21'N
Longitude: 075°42'E
Bearing: 55°
Distance: 14132km"
7410,CHINA RADIO INTERNATIONAL,16:00,16:57,1234567,Hindi,500,283,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16739km"
9450,CHINA RADIO INTERNATIONAL,13:00,13:57,1234567,Hindi,100,174,"TKS
Kashi-saibaghLatitude: 39°21'N
Longitude: 075°42'E
Bearing: 55°
Distance: 14132km"
9540,FEBA Radio India,14:30,15:00,1..4567,Hindi,100,131,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 53°
Distance: 13572km"
9620,VO ISLAMIC REP.IRAN,14:23,15:20,1234567,Hindi,500,102,"IRN
SirjanLatitude: 29°35'N
Longitude: 055°47'E
Bearing: 64°
Distance: 12207km"
9695,CHINA RADIO INTERNATIONAL,03:00,03:57,1234567,Hindi,100,209,"TKS
Kashi-saibaghLatitude: 39°21'N
Longitude: 075°42'E
Bearing: 55°
Distance: 14132km"
11590,FEBA Radio India,13:00,13:15,.23456.,Hindi,200,285,"GUM
MerizoLatitude: 13°16'N
Longitude: 144°40'E
Bearing: 234°
Distance: 18622km"
11610,NHK WORLD RADIO JAPAN,15:30,15:50,1234567,Hindi,300,270,"J
Ibaragi-koga-yamataLatitude: 36°10'N
Longitude: 139°49'E
Bearing: 343°
Distance: 18230km"
11640,CHINA RADIO INTERNATIONAL,03:00,03:57,1234567,Hindi,100,209,"TKS
Kashi-saibaghLatitude: 39°21'N
Longitude: 075°42'E
Bearing: 55°
Distance: 14132km"
11700,CHINA RADIO INTERNATIONAL,03:00,03:57,1234567,Hindi,100,173,"TKS
Kashi-saibaghLatitude: 39°21'N
Longitude: 075°42'E
Bearing: 55°
Distance: 14132km"
11700,VATICAN RADIO,14:30,14:50,1234567,Hindi,250,270,"PHL
TinangLatitude: 15°22'N
Longitude: 120°37'E
Bearing: 110°
Distance: 18451km"
11875,REACH BEYOND AUSTRALIA  (HCJB),12:00,12:30,..345..,Hindi,100,310,"AUS
KununurraLatitude: 15°48'S
Longitude: 128°40'E
Bearing: 171°
Distance: 15889km"
11875,REACH BEYOND AUSTRALIA  (HCJB),12:15,12:30,12...67,Hindi,100,310,"AUS
KununurraLatitude: 15°48'S
Longitude: 128°40'E
Bearing: 171°
Distance: 15889km"
11875,REACH BEYOND AUSTRALIA  (HCJB),12:30,13:00,1234567,Hindi,100,310,"AUS
KununurraLatitude: 15°48'S
Longitude: 128°40'E
Bearing: 171°
Distance: 15889km"
11875,REACH BEYOND AUSTRALIA  (HCJB),13:15,13:30,...4...,Hindi,100,310,"AUS
KununurraLatitude: 15°48'S
Longitude: 128°40'E
Bearing: 171°
Distance: 15889km"
11905,SRI LANKA BC,02:00,02:30,1234567,Hindi,125,345,"CLN
TrincomaleeLatitude: 08°44'N
Longitude: 081°07'E
Bearing: 95°
Distance: 14174km"
13690,TWR India,13:45,14:00,..3.56.,Hindi,300,100,"ARM
Yerevan-gavarLatitude: 40°24'N
Longitude: 045°11'E
Bearing: 51°
Distance: 11569km"
13690,TWR India,14:00,14:15,.23456.,Hindi,300,100,"ARM
Yerevan-gavarLatitude: 40°24'N
Longitude: 045°11'E
Bearing: 51°
Distance: 11569km"
13690,TWR India,14:15,14:45,1......,Hindi,300,100,"ARM
Yerevan-gavarLatitude: 40°24'N
Longitude: 045°11'E
Bearing: 51°
Distance: 11569km"
13740,KTWR GUAM,13:00,13:08,.23456.,Hindi,250,285,"GUM
MerizoLatitude: 13°16'N
Longitude: 144°40'E
Bearing: 234°
Distance: 18622km"
15320,REACH BEYOND AUSTRALIA  (HCJB),12:15,12:30,..3.56.,Hindi,100,310,"AUS
KununurraLatitude: 15°48'S
Longitude: 128°40'E
Bearing: 171°
Distance: 15889km"
15320,REACH BEYOND AUSTRALIA  (HCJB),12:15,12:45,.2.4...,Hindi,100,310,"AUS
KununurraLatitude: 15°48'S
Longitude: 128°40'E
Bearing: 171°
Distance: 15889km"
15320,REACH BEYOND AUSTRALIA  (HCJB),12:30,12:45,..3.5.7,Hindi,100,310,"AUS
KununurraLatitude: 15°48'S
Longitude: 128°40'E
Bearing: 171°
Distance: 15889km"
15320,REACH BEYOND AUSTRALIA  (HCJB),13:30,13:45,1234567,Hindi,100,310,"AUS
KununurraLatitude: 15°48'S
Longitude: 128°40'E
Bearing: 171°
Distance: 15889km"
15350,CHINA RADIO INTERNATIONAL,03:00,03:57,1234567,Hindi,100,174,"TKS
Kashi-saibaghLatitude: 39°21'N
Longitude: 075°42'E
Bearing: 55°
Distance: 14132km"
15410,ALL INDIA RADIO 2 (Digital),02:30,02:45,1234567,Hindi,250,120,"IND
BengaluruLatitude: 13°13'N
Longitude: 077°13'E
Bearing: 88°
Distance: 13922km"
15490,VATICAN RADIO,14:30,14:50,1234567,Hindi,250,283,"PHL
TinangLatitude: 15°22'N
Longitude: 120°37'E
Bearing: 110°
Distance: 18451km"
15505,R.BANGLADESH BETAR,15:15,15:45,1234567,Hindi,250,305,"BGD
Dhaka KhabirpurLatitude: 24°00'N
Longitude: 090°15'E
Bearing: 77°
Distance: 15498km"
15705,KSDA-Adventist World R.G,15:30,16:00,1234567,Hindi,100,163,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 53°
Distance: 13572km"
6165,Voice of Vietnam 4,12:30,13:30,1234567,Hmong,50,ND,"VTN
Hanoi-xuan MaiLatitude: 20°53'N
Longitude: 105°34'E
Bearing: 84°
Distance: 17039km"
6165,Voice of Vietnam 4,21:50,22:30,1234567,Hmong,50,ND,"VTN
Hanoi-xuan MaiLatitude: 20°53'N
Longitude: 105°34'E
Bearing: 84°
Distance: 17039km"
9850,Voice of Vietnam 4,05:00,05:30,1234567,Hmong,50,ND,"VTN
Hanoi-xuan MaiLatitude: 20°53'N
Longitude: 105°34'E
Bearing: 84°
Distance: 17039km"
11550,KTWR GUAM,12:45,13:15,1......,Hmong,1,ND,Merizo
12095,FEBC RADIO,10:00,10:30,.23456.,Hmong,100,280,"PHL
BocaueLatitude: 14°48'N
Longitude: 120°54'E
Bearing: 113°
Distance: 18450km"
12095,FEBC RADIO,11:00,11:30,1234567,Hmong,100,280,"PHL
BocaueLatitude: 14°48'N
Longitude: 120°54'E
Bearing: 113°
Distance: 18450km"
12095,FEBC RADIO,13:00,13:30,1234567,Hmong,100,280,"PHL
BocaueLatitude: 14°48'N
Longitude: 120°54'E
Bearing: 113°
Distance: 18450km"
12095,FEBC RADIO,22:30,23:00,.23456.,Hmong,100,280,"PHL
BocaueLatitude: 14°48'N
Longitude: 120°54'E
Bearing: 113°
Distance: 18450km"
12095,FEBC RADIO,23:00,23:30,1234567,Hmong,100,280,"PHL
BocaueLatitude: 14°48'N
Longitude: 120°54'E
Bearing: 113°
Distance: 18450km"
15550,KSDA-ADVENTIST WORLD R.GUAM,13:30,14:00,....56.,Hmong,100,285,"GUM
AgatLatitude: 13°20'N
Longitude: 144°39'E
Bearing: 234°
Distance: 18628km"
7390,CHINA RADIO INTERNATIONAL,20:30,21:00,1234567,Hungarian,500,314,"CHN
JinhuaLatitude: 29°06'N
Longitude: 119°18'E
Bearing: 55°
Distance: 18255km"
7435,CHINA RADIO INTERNATIONAL,19:00,19:30,1234567,Hungarian,500,317,"CHN
XianyangLatitude: 34°22'N
Longitude: 108°36'E
Bearing: 53°
Distance: 17090km"
7445,CHINA RADIO INTERNATIONAL,21:30,21:57,1234567,Hungarian,500,308,"TKS
Urumqi HutubiLatitude: 44°08'N
Longitude: 086°53'E
Bearing: 47°
Distance: 14969km"
9560,CHINA RADIO INTERNATIONAL,19:00,19:27,1234567,Hungarian,500,308,"TKS
Urumqi HutubiLatitude: 44°08'N
Longitude: 086°53'E
Bearing: 47°
Distance: 14969km"
9585,CHINA RADIO INTERNATIONAL,20:30,20:57,1234567,Hungarian,500,298,"TKS
Kashi-saibaghLatitude: 39°21'N
Longitude: 075°42'E
Bearing: 55°
Distance: 14132km"
15220,CHINA RADIO INTERNATIONAL,10:00,10:57,1234567,Hungarian,500,298,"TKS
Kashi-saibaghLatitude: 39°21'N
Longitude: 075°42'E
Bearing: 55°
Distance: 14132km"
17570,CHINA RADIO INTERNATIONAL,10:00,11:00,1234567,Hungarian,500,298,"TKS
Kashi-saibaghLatitude: 39°21'N
Longitude: 075°42'E
Bearing: 55°
Distance: 14132km"
3325,VOICE OF INDONESIA,14:00,15:00,1234567,Indonesian,10,ND,"INS
PalangkarayaLatitude: 02°11'S
Longitude: 113°53'E
Bearing: 136°
Distance: 16624km"
4750,VOICE OF INDONESIA,14:00,15:00,1234567,Indonesian,10,30,"INS
Jakarta-cimanggisLatitude: 06°07'S
Longitude: 106°51'E
Bearing: 132°
Distance: 15777km"
9570,KBS WORLD RADIO,12:00,13:00,1234567,Indonesian,100,205,"KOR
KimjaeLatitude: 35°49'N
Longitude: 126°52'E
Bearing: 21°
Distance: 18205km"
9570,KBS WORLD RADIO,14:00,15:00,1234567,Indonesian,100,205,"KOR
KimjaeLatitude: 35°49'N
Longitude: 126°52'E
Bearing: 21°
Distance: 18205km"
9840,VOICE OF VIETNAM,10:30,11:00,1234567,Indonesian,100,177,"VTN
Hanoi-sontayLatitude: 21°08'N
Longitude: 105°25'E
Bearing: 84°
Distance: 17026km"
9840,VOICE OF VIETNAM,13:00,13:30,1234567,Indonesian,100,177,"VTN
Hanoi-sontayLatitude: 21°08'N
Longitude: 105°25'E
Bearing: 84°
Distance: 17026km"
9840,VOICE OF VIETNAM,14:30,15:00,1234567,Indonesian,100,177,"VTN
Hanoi-sontayLatitude: 21°08'N
Longitude: 105°25'E
Bearing: 84°
Distance: 17026km"
9840,VOICE OF VIETNAM,23:00,23:30,1234567,Indonesian,100,177,"VTN
Hanoi-sontayLatitude: 21°08'N
Longitude: 105°25'E
Bearing: 84°
Distance: 17026km"
11620,ADVENTIST WORLD R.,13:00,13:30,1234567,Indonesian,125,90,"CLN
TrincomaleeLatitude: 08°44'N
Longitude: 081°07'E
Bearing: 95°
Distance: 14174km"
11700,CHINA RADIO INTERNATIONAL,10:30,11:27,1234567,Indonesian,500,177,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16739km"
11805,CHINA RADIO INTERNATIONAL,13:30,14:27,1234567,Indonesian,100,175,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16738km"
11915,R.TAIWAN INT.,10:00,11:00,1234567,Indonesian,250,205,"TWN
PaochungLatitude: 23°43'N
Longitude: 120°18'E
Bearing: 74°
Distance: 18546km"
11955,CHINA RADIO INTERNATIONAL,13:30,14:27,1234567,Indonesian,500,177,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16739km"
11965,KTWR GUAM,10:00,10:15,1......,Indonesian,100,248,"GUM
MerizoLatitude: 13°16'N
Longitude: 144°40'E
Bearing: 234°
Distance: 18622km"
11965,KTWR GUAM,10:30,11:00,1......,Indonesian,100,248,"GUM
MerizoLatitude: 13°16'N
Longitude: 144°40'E
Bearing: 234°
Distance: 18622km"
12020,VOICE OF VIETNAM,10:30,11:00,1234567,Indonesian,100,177,"VTN
Hanoi-sontayLatitude: 21°08'N
Longitude: 105°25'E
Bearing: 84°
Distance: 17026km"
12020,VOICE OF VIETNAM,13:00,13:30,1234567,Indonesian,100,177,"VTN
Hanoi-sontayLatitude: 21°08'N
Longitude: 105°25'E
Bearing: 84°
Distance: 17026km"
12020,VOICE OF VIETNAM,14:30,15:00,1234567,Indonesian,100,177,"VTN
Hanoi-sontayLatitude: 21°08'N
Longitude: 105°25'E
Bearing: 84°
Distance: 17026km"
12020,VOICE OF VIETNAM,23:00,23:30,1234567,Indonesian,100,177,"VTN
Hanoi-sontayLatitude: 21°08'N
Longitude: 105°25'E
Bearing: 84°
Distance: 17026km"
13705,NHK WORLD RADIO JAPAN,00:00,00:20,1234567,Indonesian,300,235,"J
Ibaragi-koga-yamataLatitude: 36°10'N
Longitude: 139°49'E
Bearing: 343°
Distance: 18230km"
13720,R.SAUDI INTERNATIONAL,07:00,08:54,1234567,Indonesian,500,175,"ARS
RiyadhLatitude: 24°49'N
Longitude: 046°52'E
Bearing: 67°
Distance: 11214km"
15135,CHINA RADIO INTERNATIONAL,08:30,09:27,1234567,Indonesian,500,177,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16739km"
15135,CHINA RADIO INTERNATIONAL,10:30,11:27,1234567,Indonesian,500,177,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16739km"
15210,BIBLE VOICE BCN,12:30,12:45,1......,Indonesian,100,131,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 53°
Distance: 13572km"
15280,ALL INDIA RADIO,01:30,02:30,1234567,Indonesian,500,120,"IND
BengaluruLatitude: 13°13'N
Longitude: 077°13'E
Bearing: 88°
Distance: 13922km"
